hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,0,168,2015,September,37,11,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,50.0,0,0
City Hotel,0,36,2016,September,37,9,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,112.59,0,1
City Hotel,1,198,2017,August,33,16,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,122.1,0,0
Resort Hotel,0,118,2015,December,49,1,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,32.4,0,1
Resort Hotel,0,0,2016,March,12,15,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,3,A,No Deposit,,,0,Transient,40.0,0,0
Resort Hotel,0,1,2015,December,49,5,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,5.0,,0,Transient-Party,37.0,0,0
City Hotel,1,265,2015,July,28,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,No Deposit,1.0,,0,Contract,62.0,0,0
City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,58,Transient-Party,85.67,0,0
City Hotel,1,19,2017,February,7,15,3,9,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient-Party,96.5,0,0
Resort Hotel,0,84,2017,May,18,2,0,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,No Deposit,250.0,,0,Transient,127.0,1,1
City Hotel,0,133,2017,May,21,21,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,139.5,0,1
Resort Hotel,0,107,2017,March,10,9,0,2,2,0.0,0,Undefined,CN,Groups,TA/TO,0,0,0,E,No Deposit,96.0,,0,Transient-Party,99.0,0,1
Resort Hotel,1,279,2015,October,41,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,1,0,A,No Deposit,142.0,,0,Transient-Party,63.4,0,0
Resort Hotel,0,25,2016,October,43,16,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,6.0,,0,Transient,40.0,0,0
City Hotel,0,2,2017,January,3,18,0,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,No Deposit,19.0,,0,Transient-Party,75.0,0,0
City Hotel,0,60,2016,April,16,11,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,76.58,0,1
Resort Hotel,0,23,2017,February,7,18,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,D,No Deposit,,498.0,0,Transient-Party,48.0,0,0
City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,29.0,,0,Transient-Party,95.0,0,0
Resort Hotel,0,134,2017,February,8,20,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,No Deposit,241.0,,0,Transient,42.97,0,1
City Hotel,0,21,2017,June,24,12,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,109.0,0,1
City Hotel,0,1,2017,April,18,30,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,183.33,0,1
City Hotel,1,138,2015,July,28,5,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,No Deposit,9.0,,0,Transient-Party,76.5,0,2
City Hotel,1,363,2015,October,42,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Contract,62.0,0,0
Resort Hotel,0,20,2017,February,6,7,0,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,242.0,,0,Transient,80.0,0,1
City Hotel,1,276,2016,May,20,13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,21.0,,160,Transient,61.0,0,0
Resort Hotel,0,180,2016,August,32,1,1,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,138.6,0,2
Resort Hotel,1,199,2016,June,25,12,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,110.0,0,1
City Hotel,0,24,2016,March,13,26,2,1,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient,100.0,0,0
City Hotel,1,22,2017,August,32,9,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,160.0,0,2
City Hotel,1,69,2017,April,14,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,Non Refund,,197.0,0,Transient,85.0,0,0
City Hotel,0,56,2015,September,38,17,0,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,20.0,,0,Transient-Party,82.0,0,0
City Hotel,1,212,2017,May,21,22,2,5,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,114.56,0,1
City Hotel,0,0,2017,January,1,4,0,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,88.0,0,0
Resort Hotel,1,58,2017,April,14,8,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,No Deposit,240.0,,0,Transient,147.86,0,0
City Hotel,0,9,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,No Deposit,,,0,Transient,0.0,1,3
Resort Hotel,1,0,2017,July,28,15,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,147.0,0,0
City Hotel,0,418,2016,September,40,26,1,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,132.0,,223,Transient-Party,107.0,0,0
City Hotel,0,175,2017,June,25,22,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,166.5,0,0
City Hotel,1,29,2017,April,17,29,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,115.0,0,2
City Hotel,1,82,2016,April,14,1,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,96.3,0,0
City Hotel,0,145,2015,August,35,29,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,17.0,,0,Transient-Party,72.5,0,0
City Hotel,1,125,2017,August,32,10,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,83.0,,0,Transient,114.39,0,0
City Hotel,1,199,2017,August,33,17,2,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,119.44,0,0
Resort Hotel,0,1,2017,July,27,3,1,0,1,0.0,0,BB,KAZ,Direct,Direct,0,0,0,F,No Deposit,,,0,Transient,173.0,0,2
City Hotel,0,97,2016,August,32,6,1,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,134.1,0,2
City Hotel,0,7,2015,August,34,19,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,75.0,0,0
Resort Hotel,0,225,2016,May,22,26,0,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,No Deposit,,223.0,0,Transient-Party,66.0,1,0
City Hotel,1,40,2017,January,4,22,1,0,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,88.0,0,0
City Hotel,0,76,2015,September,38,16,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,No Deposit,1.0,,0,Transient-Party,62.0,0,0
Resort Hotel,1,31,2015,November,47,19,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,31.0,0,0
Resort Hotel,0,0,2016,January,5,25,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,40.0,0,0
City Hotel,1,19,2016,September,39,19,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,287.0,,0,Transient,118.15,0,0
City Hotel,0,1,2015,September,39,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,147.0,0,0
City Hotel,0,144,2017,May,18,6,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,52.0,,0,Transient-Party,90.0,0,1
City Hotel,0,76,2017,April,14,3,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,85.0,,0,Transient,89.1,0,1
Resort Hotel,0,59,2015,August,33,14,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,173.0,0,0
City Hotel,0,82,2016,November,46,7,1,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,133.98,0,1
City Hotel,0,121,2017,January,3,15,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,88.4,0,1
City Hotel,0,77,2016,May,20,12,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,1,D,No Deposit,9.0,,0,Transient,140.4,0,1
City Hotel,0,7,2015,September,38,19,2,1,2,0.0,0,BB,MEX,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Group,114.0,0,0
City Hotel,1,180,2017,April,15,10,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,109.8,0,1
City Hotel,1,96,2016,October,41,7,1,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,118.8,0,1
City Hotel,1,7,2015,October,43,20,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,No Deposit,9.0,,0,Contract,120.0,0,1
City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,No Deposit,37.0,,0,Transient-Party,84.0,0,0
Resort Hotel,0,0,2017,February,9,27,1,1,3,0.0,0,BB,PRT,Direct,Direct,1,0,0,C,No Deposit,,,0,Transient-Party,69.0,0,1
City Hotel,0,143,2016,June,23,3,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,120.0,0,1
City Hotel,0,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,19.0,,0,Transient-Party,100.0,0,0
Resort Hotel,0,4,2016,August,35,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,No Deposit,,42.0,0,Transient,138.0,1,0
City Hotel,0,5,2016,April,17,20,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,89.32,0,0
Resort Hotel,0,386,2016,October,43,20,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,No Deposit,,,0,Transient-Party,49.0,0,0
City Hotel,0,58,2015,September,37,10,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,121.56,0,0
City Hotel,0,0,2016,February,9,24,0,1,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,97.0,0,0
City Hotel,0,124,2016,May,23,30,2,5,1,0.0,0,SC,MAR,Online TA,TA/TO,0,0,0,A,No Deposit,11.0,,0,Transient,78.95,0,0
City Hotel,0,7,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,No Deposit,,40.0,0,Transient,67.0,1,1
City Hotel,0,7,2015,September,40,29,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,10.0,,0,Transient,195.7,0,0
Resort Hotel,1,138,2016,April,18,25,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,Non Refund,,,0,Transient,65.0,0,0
Resort Hotel,0,105,2016,December,52,23,3,7,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,No Deposit,,,0,Transient,98.4,0,2
City Hotel,1,38,2016,March,11,11,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,81.9,0,1
City Hotel,0,56,2016,July,30,19,0,2,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,No Deposit,9.0,,0,Transient,177.3,0,2
Resort Hotel,0,223,2016,October,42,9,1,0,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,251.0,,0,Transient-Party,59.0,0,1
Resort Hotel,0,112,2015,December,53,30,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,No Deposit,,,0,Transient-Party,224.67,0,0
Resort Hotel,0,3,2016,February,8,14,1,0,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Transient,125.0,0,0
City Hotel,0,28,2015,October,41,5,1,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,94.5,0,2
City Hotel,0,63,2017,July,30,24,1,0,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,22.0,,0,Transient,75.6,0,0
Resort Hotel,0,100,2016,June,26,19,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,243.0,,0,Contract,90.9,0,0
City Hotel,1,363,2015,October,42,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Contract,62.0,0,0
Resort Hotel,0,85,2015,August,34,22,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient,146.3,0,1
City Hotel,0,16,2016,November,47,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,157.0,,0,Transient,93.0,0,0
Resort Hotel,0,1,2016,May,20,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,No Deposit,,270.0,0,Transient,42.0,0,0
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,134.0,,0,Transient-Party,60.0,0,0
Resort Hotel,0,2,2016,February,6,5,0,2,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,No Deposit,240.0,,0,Transient,98.0,0,0
Resort Hotel,1,31,2016,December,53,30,0,2,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,E,No Deposit,,,0,Transient-Party,340.0,0,1
City Hotel,1,135,2017,June,26,29,0,2,2,0.0,0,BB,SAU,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,126.0,0,0
Resort Hotel,0,3,2017,January,3,19,2,6,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,250.0,,0,Group,39.0,0,0
City Hotel,1,62,2016,September,37,4,2,2,0,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,No Deposit,9.0,,0,Transient,96.23,0,0
City Hotel,0,30,2016,September,39,24,1,1,2,0.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,143.55,0,0
Resort Hotel,0,234,2016,July,30,22,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,No Deposit,250.0,,0,Transient,213.55,1,1
City Hotel,0,101,2016,July,28,4,1,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,168.0,,0,Transient,102.25,0,0
Resort Hotel,0,134,2016,June,23,1,4,10,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,No Deposit,250.0,,0,Transient,84.39,0,0
City Hotel,0,0,2015,August,32,8,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,85.0,0,0
City Hotel,1,57,2017,April,16,17,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,126.0,0,0
Resort Hotel,1,183,2015,September,39,22,2,8,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,No Deposit,,,0,Transient,73.5,0,0
City Hotel,1,101,2016,April,16,14,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,,,0,Transient,130.0,0,0
City Hotel,0,92,2016,November,46,11,0,1,2,0.0,0,BB,THA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,364.0,,0,Transient-Party,90.0,0,0
City Hotel,0,11,2017,July,28,10,1,2,2,0.0,0,BB,SRB,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,146.67,0,1
City Hotel,0,47,2016,August,34,20,2,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,129.99,0,1
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,19.0,,0,Transient,170.0,0,0
City Hotel,0,1,2017,March,12,23,0,1,1,0.0,0,BB,FRA,Complementary,TA/TO,0,0,0,E,No Deposit,20.0,,0,Transient,0.0,0,1
Resort Hotel,0,1,2015,September,37,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,131.0,0,0
City Hotel,1,130,2016,April,16,13,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,29.0,,10,Transient,100.0,0,0
Resort Hotel,1,114,2016,June,27,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,124.0,0,0
City Hotel,0,23,2016,May,21,18,0,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,No Deposit,7.0,,0,Transient,120.12,0,1
Resort Hotel,1,116,2016,April,15,4,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,Non Refund,273.0,,0,Transient,72.0,0,0
City Hotel,1,437,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,1.0,,0,Transient,60.0,0,0
City Hotel,1,294,2015,August,32,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,275,2016,June,23,4,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,5.0,,69,Transient,62.8,0,0
Resort Hotel,0,261,2017,June,25,21,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,177.0,,0,Transient,72.2,0,0
Resort Hotel,0,47,2016,November,48,26,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient-Party,73.3,0,2
Resort Hotel,0,70,2015,October,41,6,0,1,2,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,43.12,0,1
Resort Hotel,0,114,2017,May,20,18,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,243.0,,0,Transient,70.95,0,0
Resort Hotel,0,225,2016,May,22,26,2,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,Refundable,,223.0,0,Transient-Party,80.0,2,0
City Hotel,1,198,2016,September,37,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,37.0,,0,Transient,120.0,0,0
City Hotel,1,143,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,56.0,,0,Transient,120.0,0,0
City Hotel,0,38,2016,September,39,19,1,2,1,0.0,0,BB,ROU,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,118.0,,0,Transient,81.0,0,1
Resort Hotel,0,6,2017,January,2,10,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,181.0,,0,Transient-Party,34.0,0,1
Resort Hotel,0,3,2015,December,53,28,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient,0.0,0,1
Resort Hotel,1,71,2017,January,1,1,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,241.0,,0,Transient,32.22,0,1
Resort Hotel,0,152,2017,April,14,5,0,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,No Deposit,,223.0,0,Transient-Party,53.25,1,0
Resort Hotel,0,126,2016,May,21,21,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,241.0,,0,Transient,50.06,0,1
City Hotel,1,57,2016,June,26,20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,94.5,0,0
City Hotel,0,79,2016,April,15,4,1,5,2,0.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,No Deposit,7.0,,0,Transient,67.85,0,1
Resort Hotel,0,12,2016,May,19,4,0,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,No Deposit,,110.0,0,Transient,78.18,0,0
City Hotel,1,45,2017,June,23,10,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,120.0,0,0
City Hotel,1,243,2017,March,10,10,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,103.5,0,0
City Hotel,1,57,2016,June,23,3,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,126.36,0,0
City Hotel,0,115,2017,May,19,11,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,120.0,0,0
City Hotel,1,111,2017,May,18,5,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,No Deposit,14.0,,0,Transient,130.0,0,0
Resort Hotel,1,6,2015,December,50,6,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,No Deposit,240.0,,0,Transient,54.4,0,0
City Hotel,0,180,2016,May,19,2,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,3.0,,0,Transient-Party,100.0,0,1
Resort Hotel,0,2,2017,June,26,29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,,,0,Transient,65.0,1,0
City Hotel,0,26,2016,April,17,18,1,4,2,0.0,0,HB,MAR,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,,,0,Transient-Party,133.8,0,0
City Hotel,1,407,2017,May,18,6,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,229.0,,0,Transient,90.0,0,0
City Hotel,0,6,2017,May,18,2,0,3,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,No Deposit,,186.0,0,Transient,95.0,0,0
Resort Hotel,1,212,2016,April,16,11,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,Non Refund,273.0,,0,Transient,67.05,0,0
City Hotel,1,80,2017,March,13,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,56.0,,0,Transient,90.0,0,0
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,Non Refund,134.0,,0,Transient,92.0,0,0
City Hotel,0,42,2017,February,5,2,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,90.1,0,1
Resort Hotel,0,5,2015,November,47,21,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,240.0,,0,Transient,58.0,0,1
Resort Hotel,0,212,2015,September,39,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,240.0,,0,Transient-Party,74.7,0,2
City Hotel,0,5,2016,July,27,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,144.0,0,0
City Hotel,1,28,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,,,0,Transient,95.0,0,0
City Hotel,1,25,2017,April,17,27,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,115.0,0,1
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,Non Refund,1.0,,0,Transient-Party,62.0,0,0
City Hotel,1,40,2016,October,43,21,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,9.0,,0,Transient,175.0,0,0
City Hotel,1,63,2016,November,45,4,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,97.2,0,1
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,Non Refund,305.0,,0,Transient,72.0,0,0
Resort Hotel,0,72,2016,April,15,9,2,6,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,96.0,,0,Transient-Party,36.0,0,0
City Hotel,1,43,2017,April,17,27,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,No Deposit,9.0,,0,Transient,174.0,0,1
City Hotel,0,16,2015,August,33,15,1,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,17.0,,0,Transient-Party,104.0,0,0
City Hotel,0,75,2017,August,33,14,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,130.0,0,1
City Hotel,0,316,2016,May,22,26,0,3,1,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,No Deposit,30.0,,0,Transient-Party,100.0,0,0
City Hotel,0,66,2015,October,43,19,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Contract,89.25,0,2
City Hotel,0,23,2017,July,28,11,0,1,2,1.0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,No Deposit,9.0,,0,Transient,160.0,0,2
City Hotel,1,0,2016,October,42,10,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,No Deposit,,329.0,0,Transient,153.0,0,0
City Hotel,0,95,2016,April,17,20,0,2,2,0.0,0,HB,AUT,Groups,TA/TO,0,0,0,A,No Deposit,35.0,,0,Transient-Party,98.0,0,0
Resort Hotel,0,69,2016,November,46,8,0,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,No Deposit,240.0,,0,Transient,82.8,0,2
